,H358_RMC-Resistant_Control_3,H358_RMC-Resistant_Control_2,H358_RMC-Resistant_MUC1_Silencing_1,H358_RMC-Resistant_MUC1_Silencing_2,H358_RMC-Resistant_Control_1,H358_RMC-Resistant_MUC1_Silencing_3
CEP192,9.335754472,8.925299313,7.2995519,7.534474541,9.639704406,6.832128024
CEP250,1.743400731,1.817598804,2.151852587,2.441022923,2.329721833,2.328915958
CEP290,2.187077891,2.101029474,2.226453666,2.338512951,2.400985362,2.215080426
CEP295,5.958324147,5.512333391,6.584434292,6.218655888,6.358625126,5.893427995
CEP295NL,0.508691949,0.377009861,0.496946649,0.416110493,0.491369004,0.395589318
CEP350,6.694825951,6.257858227,7.926770555,7.91438221,7.417755049,7.606003081
CEP41,2.775916572,2.638839195,2.919853763,2.891060391,2.62607823,2.597333776
CEP44,1.936822986,1.889123041,1.275090781,1.186740797,2.077331115,1.202452332
CEP55,19.82074137,20.21364265,23.94744129,22.72342236,18.20981361,21.62342529
CEP57,15.95908462,15.09473217,14.58172098,14.53490607,15.27628666,13.62028788
CEP57L1,1.073056034,1.104026317,0.916265735,0.837100541,1.11125176,0.739329842
CEP63,1.319459246,1.247766712,1.744577498,1.9900482,1.351983013,1.790409972
CEP68,4.151429981,3.811054021,4.256637099,4.257166397,4.027060057,3.755963478
CEP70,2.976020487,3.182043365,2.13980902,2.222632393,3.292563637,2.004000682
CEP72,3.703058492,3.61376942,5.47452482,6.098738249,3.568262842,5.720323833
CEP76,5.012156721,4.87346283,4.543042059,4.788427972,5.116875969,4.445097462
CEP78,4.720328065,4.373381803,5.928946032,5.865115825,4.876573334,5.676539594
CEP83,2.69251258,2.525038367,3.891183783,3.906414652,2.83386241,3.846707707
CEP83-AS1,0.352530747,0.3740531,0.361649359,0.409107539,0.309150773,0.276645976
CEP85,5.987173762,5.655892472,7.58121767,7.745893998,6.520898892,7.18384243
CEP85L,0.765608865,0.7579731,0.839211559,0.821967612,0.702321214,0.796027187
CEP89,2.001448342,2.13202556,2.814011997,3.182065635,2.482855754,3.395854016
CEP95,9.432922513,8.726311802,8.432897123,9.247450008,10.51744385,8.660683933
CEP97,3.039265352,2.825693936,2.930851851,2.637258896,2.911609512,2.697820454
CEPT1,8.732182827,9.31004582,10.10950548,9.528694109,8.653845375,9.164803831
CER1,0.0,0.0,0.0,0.0,0.0,0.0
CERCAM,7.56142318,6.437732619,4.772358148,4.6012407,6.050391792,4.463647444
CERK,7.554711858,7.225556113,9.775364429,9.648252185,7.451755988,9.354952676
CERKL,0.140690128,0.15444434,0.124356826,0.080139756,0.172587282,0.123764472
CERNA1,0.056301709,0.061168942,0.115184005,0.097725786,0.059256562,0.070126585
CERNA2,0.0,0.003998192,0.0,0.0,0.0,0.0
CERNA3,0.261807322,0.237784164,0.243947719,0.084727876,0.214551069,0.275704325
CERS1,0.007987976,0.021684222,0.0167076,0.041203256,0.01400928,0.026790709
CERS2,70.58460496,68.71005305,112.434257,110.621615,72.65018353,105.35304
CERS3,0.001712334,0.00154937,0.0,0.001859617,0.002002025,0.0
CERS3-AS1,0.0,0.0,0.0,0.0,0.0,0.0
CERS4,2.65344694,2.935727449,1.007985385,1.264986325,3.304376209,1.051734795
CERS5,4.434245704,4.142694078,4.081594511,3.863057179,4.303102287,3.774816403
CERS6,27.95312495,26.25559653,33.15032667,28.93285863,24.14229362,27.65716575
CERS6-AS1,0.028226109,0.030187384,0.033396823,0.041791008,0.048004216,0.078682488
CES1,0.012959807,0.020102863,0.094656811,0.10454961,0.006493909,0.090479998
CES1P1,0.0,0.0,0.019721052,0.007674794,0.0,0.006774894
CES1P2,0.0,0.0,0.0098677,0.011512986,0.0,0.02541821
CES2,4.222269905,3.94035651,3.7196442,3.787249616,3.738601122,3.568634225
CES3,0.212698465,0.206424571,0.074941687,0.115496595,0.216594636,0.124922444
CES4A,0.329079517,0.345255482,0.525239657,0.51218794,0.371157316,0.443693866
CES5A,0.0,0.001339169,0.0,0.004822455,0.0,0.002836627
CES5AP1,0.018835891,0.012788339,0.0,0.0,0.0,0.009023802
CETN1,0.0,0.0,0.0,0.0,0.0,0.0
CETN2,16.88123981,17.11218761,20.08818983,20.00092146,16.13046463,18.68673542
CETN3,9.654601149,9.660349263,8.650721587,9.938623342,12.37773918,8.609715658
CETN4P,0.061703206,0.130650242,0.65124346,0.377767797,0.409218736,0.393895281
CETP,0.562737446,0.544559948,0.198479468,0.14212554,0.470847377,0.139444074
CFAP100,0.0,0.013948787,0.0,0.0,0.0,0.0
CFAP126,0.0,0.0,0.0,0.0,0.0,0.013506244
CFAP157,0.013518647,0.008158215,0.008379971,0.009780108,0.015808091,0.0
CFAP161,0.018657814,0.029557148,0.008674371,0.015184652,0.076362245,0.013407758
CFAP20,20.09355441,19.48022613,26.34471756,25.11812854,17.44085712,22.60355338
CFAP206,0.33065784,0.211444651,0.390965977,0.335505764,0.268965116,0.289282793
CFAP221,0.031212972,0.03259086,0.015624338,0.026070221,0.056146021,0.020706507
CFAP36,6.775243559,6.117581569,5.617173741,6.173148789,7.819671359,6.072296296
CFAP43,0.112703352,0.086000313,0.113597593,0.089963445,0.104779334,0.074169248
CFAP44,0.615502183,0.583671429,0.521966819,0.569035023,0.754271688,0.545905429
CFAP44-AS1,0.0,0.0,0.0,0.0,0.0,0.0
CFAP45,0.216163841,0.162371266,0.526010929,0.75861142,0.247395272,0.779998405
CFAP46,0.090830058,0.082957672,0.082013922,0.093967279,0.093044265,0.082068053
CFAP47,0.014678091,0.02112575,0.014263086,0.003623906,0.022620477,0.011508571
CFAP52,0.018159516,0.009861668,0.03714417,0.035479934,0.0,0.02784043
CFAP53,0.119792199,0.168679618,0.325903844,0.356292334,0.150455256,0.365595836
CFAP54,0.088808213,0.058611734,0.073073245,0.069587095,0.082551189,0.06906046
CFAP57,0.281501568,0.221084702,0.662805361,0.681315279,0.350839511,0.568266116
CFAP58,0.002287302,0.0,0.0,0.012418239,0.008023046,0.00438357
CFAP58-AS1,0.061062145,0.071113333,0.008114323,0.085097219,0.061216657,0.066854288
CFAP61,0.025232989,0.022831085,0.051309038,0.037681026,0.020282405,0.046848637
CFAP65,0.024157377,0.014570181,0.008233146,0.010496712,0.017887195,0.009259967
CFAP69,0.348346081,0.311739886,0.332715059,0.367895016,0.297630255,0.317297377
CFAP70,0.175888023,0.14830419,0.1412089,0.128057962,0.170594223,0.099594725
CFAP73,0.045262732,0.035857401,0.031568294,0.092067499,0.033082154,0.037946009
CFAP74,0.338695152,0.291793657,0.200688628,0.235960687,0.354969089,0.201720613
CFAP77,0.026654731,0.04021351,0.119789544,0.086777046,0.015584362,0.042565817
CFAP97,5.883450367,5.698011082,6.548674207,6.344361105,6.069275552,5.698516693
CFAP99,0.0,0.003377855,0.0,0.012152196,0.0,0.0107278
CFB,0.033421271,0.027684586,0.008982221,0.007436787,0.030128365,0.007717584
CFC1,0.0,0.0,0.0,0.0,0.0,0.0
CFC1B,0.0,0.0,0.0,0.0,0.0,0.0
CFD,0.273270004,0.391343597,0.292659538,0.281613056,0.412559783,0.258531869
CFDP1,27.19240238,25.65237862,27.41462954,29.260445,27.5490127,26.80387881
CFH,1.396062947,1.400998551,0.361793578,0.448413272,1.539257872,0.389176759
CFHR1,0.013761817,0.031154973,0.019198517,0.007462155,0.008047246,0.006592381
CFHR2,0.017737536,0.0,0.0,0.0,0.0,0.0
CFHR3,0.297454934,0.278573062,0.209832442,0.100159729,0.31785551,0.14250085
CFHR4,0.047564883,0.0231813,0.017008966,0.0,0.0,0.021035147
CFHR5,0.0,0.002465991,0.005066553,0.002958499,0.003186118,0.0
CFI,8.729293093,8.200799739,2.187233164,2.174406239,7.73557423,2.107309266
CFL1,288.7945665,285.7361038,327.3317525,426.1588748,320.0416032,392.9077561
CFL1P1,0.02646707,0.013689029,0.028123399,0.065662293,0.030948187,0.025360337
CFL2,23.82177036,22.77864915,26.80601742,26.52672179,21.96260992,25.28696483
CFLAR,1.003285796,0.958217189,1.056948921,0.971213021,1.090715544,0.924917127
CFLAR-AS1,0.147782519,0.06693632,0.592859955,0.410416318,0.14044385,0.583987532
CFP,0.969551578,0.91143322,0.7064839,1.259476654,0.975686806,1.188019102
CFTR,0.0,0.002140997,0.005499017,0.0,0.00553329,0.00113383
CGA,0.012539736,0.0,0.0,0.0,0.0,0.024022537
CGAS,8.002157283,7.819797595,12.38263133,12.00205822,8.211809998,10.40876044
CGB1,0.062960714,0.042818748,0.161167176,0.153255316,0.055250805,0.226124238
CGB2,0.296924469,0.206974659,0.244395107,0.247388883,0.200387683,0.22972668
CGB3,0.0,0.010000888,0.020537872,0.011955638,0.0,0.021144898
CGB5,0.129475126,0.053333685,0.613321922,0.382428932,0.110153658,0.507364092
CGB7,0.306032116,0.27733516,0.328565315,0.382428932,0.178999693,0.552463123
CGB8,0.127948888,0.189733929,0.606083987,0.667685664,0.095247573,0.612805185
CGGBP1,15.19777536,14.01564656,11.87109393,11.9257589,15.77077753,11.39552206
CGN,1.301622538,1.306385735,2.322349849,2.986530048,1.426065068,2.630913017
CGNL1,0.508793041,0.439919859,0.739003735,0.711332837,0.522640211,0.667004618
CGREF1,0.002872246,0.007798069,0.002670258,0.006236606,0.050375693,0.008256717
CGRRF1,6.48585,5.387211652,6.375065292,6.975867146,5.082915153,6.599489629
CH17-340M24.3,1.404882326,1.213572818,1.034214495,1.981866592,2.042244867,1.540406829
CH25H,0.070038521,0.074948844,0.005921384,0.0,0.037230923,0.024401107
CHAC1,0.284134388,0.317482396,0.429313852,0.433606694,0.420507264,0.472176937
CHAC2,7.060878106,8.34485404,14.34197216,14.12208982,7.869928359,13.51068561
CHAD,0.0,0.004460586,0.004581724,0.0,0.0,0.004721069
CHADL,0.027754501,0.005581864,0.00573405,0.036826041,0.036058198,0.008864886
CHAF1A,5.231693746,4.973977586,6.467815713,7.557220707,5.552937949,7.181282032
CHAF1B,10.18786707,10.00151378,10.86900119,11.27400086,10.80225089,9.695314561
CHAMP1,10.54907853,9.502900117,10.72060196,9.662111792,10.02730911,9.554715073
CHAT,0.0,0.0,0.002637348,0.0,0.0,0.0
CHCHD1,11.87512963,14.94525829,16.59308831,19.41639744,15.25649969,19.07389473
CHCHD10,17.26770549,17.8176263,24.56266189,29.55059837,19.97573146,26.39468932
CHCHD2,99.67244668,98.88085724,115.9860435,134.3305209,104.063771,121.3443803
CHCHD3,27.05344265,26.1590513,36.23030407,34.87564723,25.10633096,31.52709295
CHCHD4,8.694478492,9.063945218,17.02245198,21.17015093,9.791460111,18.52384715
CHCHD5,12.66554619,10.47957461,11.34511049,13.35375967,11.23590887,12.4841693
CHCHD6,5.157993096,3.952475156,5.81962851,6.605119193,4.870780125,6.065450512
CHCHD7,5.736884692,5.25817733,6.227649864,8.209850422,6.453969789,7.017430053
CHD1,16.60186848,15.14926219,22.02004388,19.99490785,16.23937387,19.19211222
CHD1L,10.21459835,10.14937237,11.91679885,12.21473989,10.26358767,11.50854637
CHD2,7.421626578,6.846366917,6.182368635,6.373264095,7.974048464,5.975911218
CHD3,4.644630336,4.626076237,3.787644542,4.347324567,5.715168646,4.1657078
CHD4,41.4115572,40.67562423,41.71124713,46.19668896,46.82457943,43.37486553
CHD5,0.008846174,0.013338473,0.008222374,0.00720723,0.015513339,0.009890155
CHD6,5.343811939,5.027454744,4.287888573,4.371857578,5.81930478,4.176170925
CHD7,4.960672784,4.53320489,6.347397762,6.436070415,5.032594612,5.940233172
CHD8,17.84143285,16.60789854,22.53725242,21.52957917,17.92210511,21.08284724
CHD9,5.057375004,4.474073533,4.11420068,4.005981408,4.823606201,3.810406224
CHDH,0.085004242,0.098894633,0.082782765,0.138461755,0.101753233,0.128001252
CHEK1,11.63371269,11.4372038,13.33549389,14.30387741,12.35106666,13.24570201
CHEK2,3.102192873,3.099114175,3.106948591,3.472747899,3.675547002,2.986820156
CHEK2P2,0.024200769,0.02193255,0.067557123,0.052415015,0.0,0.0
CHERP,10.82101406,9.668036911,13.20033764,13.38510585,9.735242257,13.12530797
CHFR,2.979635993,2.830183751,5.69200225,5.49467137,2.81275224,5.300082744
CHGA,0.0,0.00493833,0.0,0.0,0.0,0.0
CHGB,0.0,0.0,0.0,0.0159088,0.0,0.0
CHI3L1,179.0180201,165.8241551,51.50642484,52.25710626,166.6749986,48.62636475
CHI3L2,0.005241391,0.033215961,0.0,0.005686703,0.0,0.040175466
CHIA,0.0,0.0,0.0,0.0,0.0,0.0
CHIAP2,0.0,0.0,0.0,0.0,0.0,0.0
CHIC1,1.278653372,1.338014589,2.417761285,1.97458056,1.251051961,1.877953187
CHIC2,3.627636937,3.679867561,7.550768868,8.678372069,3.695951925,8.286812666
CHID1,5.968680251,6.246888758,6.437658139,7.379899427,6.423934192,6.45017298
CHIT1,0.006162164,0.011153763,0.002864467,0.003344838,0.0,0.0
CHKA,21.98282201,21.16561811,24.3472581,25.33267359,21.60834253,23.59842535
CHKB,0.0,0.0,0.0,0.0,0.0,0.004954278
CHKB-AS1,0.580498211,0.655197292,0.690521813,0.711581199,1.068575205,0.711078357
CHKB-CPT1B,0.0,0.0,0.0,0.0,0.0,0.0
CHL1,0.0,0.0,0.001257764,0.0,0.0,0.0
CHL1-AS1,0.0,0.0,0.0,0.0,0.0,0.0
CHL1-AS2,0.0,0.0,0.0,0.0,0.0,0.0
CHM,3.324036776,3.449061527,3.094672129,2.7646555,3.420965736,2.823753781
CHML,10.49220449,9.810055824,12.07509827,11.04900131,10.48664886,10.47479565
CHMP1A,8.591130078,7.889313261,8.478928454,9.486670878,8.857270598,8.978156551
CHMP1B,12.93911874,12.82738224,11.20254357,11.41161581,12.79948612,10.36293772
CHMP1B2P,0.181381753,0.191132141,0.097191072,0.10662149,0.147194936,0.095087371
CHMP2A,18.85751584,19.90458681,21.27049637,25.55618675,22.21992745,22.57244708
CHMP2B,7.043849951,7.445633346,10.67681084,10.69822558,7.10495503,9.609781402
CHMP3,0.01191388,0.004312457,0.006645314,0.023285247,0.016715958,0.002283264
CHMP4A,8.208154292,8.179807058,9.247367732,10.81263446,8.69482343,9.040902642
CHMP4B,22.25499459,21.0573802,35.8997333,38.13542854,19.95116106,34.28249293
CHMP4C,3.560834664,3.960635144,7.921400584,7.684936459,3.445599038,6.550746766
CHMP5,9.858465851,10.86197064,11.0455642,12.70417239,12.15040787,12.04612715
CHMP6,2.201931489,2.070937119,2.427029833,3.154542195,2.521881849,2.887030337
CHMP7,10.18201081,9.606623367,13.14154086,13.22614803,9.029710445,12.02197489
CHN1,7.976883946,7.647236798,11.3765341,10.933938,7.292171325,10.36867607
CHN2,0.0,0.0,0.005744518,0.0,0.0,0.002960976
CHODL,0.481806639,0.493328491,0.46839526,0.424457279,0.544035019,0.379895209
CHODL-AS1,0.329250435,0.0,0.192023456,0.0,0.192884014,0.118133436
CHORDC1,26.51989431,25.31439223,43.46076367,45.21055219,29.275027,41.78595033
CHP1,20.40761262,19.41711047,19.68478011,19.0412825,18.16472678,17.60455043
CHP2,0.0,0.0,0.0,0.003589614,0.0,0.0
CHPF,8.014622194,7.449936124,9.281583018,9.422994282,7.26978227,9.305424546
CHPF2,5.20825952,4.771906728,6.76527324,6.622346148,4.441401817,6.087184605
CHPT1,16.10463707,17.27048822,17.06333858,18.60741638,17.0574577,16.70828285
CHRAC1,26.87143034,25.19240585,23.39018859,20.65178764,21.93153637,19.23212965
CHRD,0.014027625,0.003626623,0.005588593,0.0,0.00234301,0.003840568
CHRDL1,0.0,0.001616721,0.0,0.003880784,0.0,0.0
CHRDL2,0.005577502,0.015142573,0.005185229,0.009083175,0.0,0.005344484
CHRFAM7A,0.0,0.0,0.0,0.0,0.0,0.0
CHRM1,0.087370457,0.160606359,0.012691424,0.005928683,0.121311818,0.023546378
CHRM2,0.0,0.0,0.002396172,0.008395602,0.0,0.014819022
CHRM3,1.447562357,1.43229455,1.063436187,0.869263812,1.45673718,0.930541551
CHRM3-AS1,0.0,0.0,0.0,0.0,0.0,0.0
CHRM3-AS2,0.0,0.0,0.0,0.0,0.0,0.0
CHRM4,0.077058113,0.049238594,0.06743589,0.068864596,0.095408876,0.05646108
CHRM5,0.0,0.0,0.0,0.009015641,0.021841225,0.001988946
CHRNA1,0.047019367,0.035465779,0.102006849,0.089307242,0.00916343,0.108878053
CHRNA10,0.274060936,0.189698111,0.1723759,0.249328293,0.32517897,0.177640084
CHRNA2,0.0,0.0,0.0,0.0,0.0,0.0
CHRNA3,0.0,0.00191619,0.0,0.0,0.0,0.0
CHRNA4,0.002610045,0.0,0.0,0.001417431,0.0,0.001250573
CHRNA5,4.111379384,3.936165509,4.396598614,3.973511132,3.2911932,3.778714986
CHRNA6,0.0,0.0,0.0,0.0,0.0,0.0
CHRNA7,0.0,0.0,0.0,0.002283652,0.006144995,0.0
CHRNA9,0.006967075,0.006305731,0.009716261,0.022687961,0.016293069,0.0
CHRNB1,0.441403923,0.373244247,0.389408473,0.367248371,0.617839678,0.456915586
CHRNB2,0.014005948,0.0,0.013018976,0.013829531,0.002977288,0.018302179
CHRNB3,0.0,0.0,0.0,0.0,0.0,0.0
CHRNB4,0.085682284,0.074868783,0.098885063,0.038491174,0.03800107,0.056622131
CHRND,0.002587154,0.0,0.0,0.0,0.0,0.0
CHRNE,0.022314089,0.014425019,0.023709156,0.020763063,0.018636599,0.02138151
CHRNG,0.0,0.0,0.0,0.0,0.0,0.0
CHST1,0.003788091,0.003427673,0.0,0.0,0.0,0.0
CHST10,1.410674791,1.249763181,1.441841018,1.754161691,1.277274844,1.718756697
CHST11,3.165453866,2.817197668,10.06087656,10.32952747,2.883718117,9.60552574
CHST12,3.153606887,2.592721316,3.008876709,2.885047368,2.462747257,2.525311643
CHST13,0.004633166,0.0,0.0,0.0,0.0,0.0
CHST14,3.789361458,3.662759687,3.007309015,3.026793501,3.727042548,3.085421369
CHST15,4.263530195,4.038948601,4.211357181,4.019330061,4.133155436,3.884897221
CHST2,4.20491916,4.240547237,8.679552141,9.072488131,4.407886968,8.313652717
CHST3,1.481790295,1.348112709,2.1222369,2.334007641,1.482164639,2.165148915
CHST4,0.006859827,0.009312919,0.035077694,0.0,0.0,0.023005745
CHST5,0.028032437,0.010569588,0.028231377,0.017755723,0.035507384,0.022384803
CHST6,0.002095704,0.000948031,0.01460986,0.010243704,0.008575585,0.014058
CHST7,1.238399905,1.054862509,1.537088153,1.519735136,1.296185776,1.232167502
CHST8,0.0,0.0,0.0,0.0,0.0,0.0
CHST9,0.140546488,0.244871204,0.143737935,0.125861843,0.110929457,0.202006313
CHSY1,16.67415193,15.16927968,13.13309961,12.63351284,15.62672036,12.08787551
CHSY3,1.664827278,1.561199003,1.724287248,1.824215784,1.66881374,1.696701059
CHTF18,3.284668435,2.695284274,3.756106695,3.689802183,3.473796288,3.462227704
CHTF8,21.13586725,20.99914518,26.0800865,26.7359736,21.25979977,25.71732786
CHTOP,18.17147455,16.91108269,16.20911412,17.99837209,17.04322267,16.34444084
CHUK,5.365199151,5.026036118,7.290929519,7.692878203,5.427205834,7.105243946
CHURC1,1.955770873,2.003194791,2.052125115,1.911400463,2.023966023,1.7485084
CHURC1-FNTB,0.0,0.0,0.0,0.0,0.0,0.0
CIAO1,17.29569999,16.76211487,11.32410845,11.16098079,16.22371276,10.4408105
CIAPIN1,11.05846583,11.3561298,16.02076051,17.86194103,11.16468341,16.90330568
CIART,3.684498716,3.655191281,2.228405035,2.03181755,3.192928939,1.873741335
CIB1,10.20268084,10.28052565,5.804696239,6.613753801,9.575865354,6.32531562
CIB2,2.621480984,2.579689672,1.268453351,1.348506514,2.62270379,1.372163591
CIB3,0.016531275,0.044976278,0.061556508,0.160923011,0.058030153,0.047496366
CIB4,0.0,0.026101278,0.02679576,0.0,0.0,0.0
CIC,6.309528193,5.770474725,4.699722399,4.745899302,5.907333034,4.451026714
CIDEA,0.0,0.0,0.0,0.0,0.0,0.0
CIDEB,0.003292575,0.020859599,0.015305766,0.010722683,0.011549812,0.006309909
CIDEC,0.019136695,0.005775955,0.0,0.0,0.014919885,0.024446164
CIDECP,5.554748944,4.961563798,13.59192979,14.22579378,4.564883806,12.54846041
CIITA,0.046989992,0.070861652,0.05823992,0.051033809,0.047614066,0.043528014
CILP,0.041362538,0.022455434,0.019993595,0.012577875,0.042556873,0.017439944
CILP2,1.055764269,1.089708563,1.015935842,1.179205442,1.248855169,1.094733618
CINP,20.78735247,20.52123245,25.29812902,28.13264696,21.33455874,26.74392225
CIP2A,8.371849252,8.316277441,11.95951537,12.83136444,9.239223245,11.84697945
CIPC,5.2517838,5.155796028,6.644330621,6.162319075,4.660474846,5.705121605
CIR1,8.828482126,8.54212017,8.521611483,8.940547945,9.095824992,8.997385095
CIRBP,5.243194692,5.118119447,5.421549081,5.868061176,5.866168232,5.340752774
CIRBP-AS1,0.435428612,0.500204029,0.356597841,0.493405745,0.524425539,0.485668324
CISD1,5.427371393,4.964099483,8.184962336,8.596612383,5.82113507,7.494291193
CISD2,4.741946443,4.799419316,4.519029118,4.480380949,4.368297451,4.514551029
CISD3,2.142032045,2.171550768,2.695219095,3.007552311,2.47355831,2.863611808
CISH,0.461689694,0.449521544,0.487781753,0.36067987,0.462144123,0.365305914
CISTR,0.0,0.01001692,0.0,0.011974715,0.012931315,0.0
CIT,9.003837646,8.38792057,6.820163887,7.37407867,9.414344538,6.872620272
CITED1,0.219140696,0.368441868,0.383293423,0.328336045,0.274567434,0.319947324
CITED2,19.11035948,19.27159583,23.40195784,21.97135344,16.1638181,20.50307965
CITED4,2.381265671,2.018457563,3.882121315,3.220477136,1.732469572,3.223157352
CIZ1,34.78016814,31.95869068,43.04230063,41.62121256,30.02683243,39.50793054
CKAP2,51.28755914,49.58585198,39.09970485,35.36512935,47.69587822,33.51814139
CKAP2L,13.73976533,12.76683106,12.43483507,12.35097812,14.06484516,11.69854616
CKAP4,21.68002518,20.06354746,16.79520157,16.53157251,18.20270915,15.46564103
CKAP5,23.05027778,21.56698312,23.90339214,24.89590453,23.98456684,23.49488058
CKB,60.49035952,57.9527389,47.22594154,49.60692517,53.67396973,45.29787783
CKLF,0.824463532,0.841841722,0.680696908,1.396017168,0.801450503,0.834239228
CKLF-CMTM1,0.0,0.0,0.0,0.0,0.0,0.0
CKM,1.118457997,1.030860966,1.204734352,1.372786292,1.106695462,1.362577294
CKMT1A,0.0,0.0,0.003017981,0.00704776,0.0,0.006220958
CKMT1B,0.19650292,0.2468533,0.240700048,0.261064021,0.281111473,0.248108812
CKMT2,0.0,0.0,0.0,0.02215914,0.011941335,0.004892033
CKMT2-AS1,2.384240254,2.300684754,2.542262909,2.871839895,2.624482556,2.769342504
CKS1B,77.18290801,77.70508147,90.06731117,105.9083127,79.6801228,101.5619536
CKS2,163.8503756,167.2699884,178.7863211,187.3859307,183.9345362,169.1012433
CLASP1,6.404338284,6.211234046,4.844381257,4.922980588,6.643608895,4.779832745
CLASP2,5.256826711,5.245277229,7.709421088,7.747093359,5.369200407,7.13401708
CLASRP,7.270129771,6.959398987,7.109329872,8.184458016,7.213534877,7.895240165
CLBA1,1.630754676,1.601443871,2.111541006,2.614723218,1.628715244,2.068177125
CLC,0.0,0.0,0.0,0.0,0.0,0.097315645
CLCA1,0.0,0.0,0.0,0.0,0.0,0.0
CLCA2,0.0,0.0047663,0.001632206,0.0,0.0,0.005047719
CLCA3P,0.0,0.008016312,0.0,0.0,0.0,0.0
CLCA4,0.002369697,0.0,0.0,0.0,0.0,0.004541464
CLCC1,3.789120999,3.841683069,3.965111291,4.194364438,4.291730762,3.820037032
CLCF1,3.470428323,3.264127419,6.621744921,7.042005825,3.356086061,6.319584518
CLCN1,0.002464389,0.00223011,0.0,0.0,0.002881429,0.004722921
CLCN2,1.122465029,1.23890124,1.536281474,1.52914792,1.142627581,1.267739298
CLCN3,6.113350369,5.991679651,5.96843513,6.0778482,6.044164013,5.774244364
CLCN4,0.899722415,0.891952119,1.152636069,1.112441345,0.963620404,1.02219649
CLCN5,0.957372088,0.886669885,1.671661906,1.731669044,1.049761759,1.675483985
CLCN6,2.515521593,2.252883437,1.831951777,1.864891305,2.459307516,1.744362679
CLCN7,4.40306529,3.955446382,4.486443336,5.397804507,5.072008475,4.751111076
CLCNKA,0.043115919,0.041807954,0.025768702,0.030090129,0.054014938,0.011804039
