gene,spearman_rho,p_nominal,detection_frac,p_fdr_bh
Atl2,-0.2745355942095151,0.007094876781072458,0.484,0.16541395244725632
Fosl1,-0.2741851798968056,0.007171295543785483,0.284,0.16667106475165688
Dcbld1,-0.2740720339210107,0.0071961253009947095,0.116,0.16667106475165688
Cyp4f16,-0.2739770219488947,0.007217034171298562,0.347,0.16667106475165688
Pstpip1,-0.2739246734241988,0.00722857718448093,0.295,0.16667106475165688
Zc3h12c,-0.2739073012353717,0.007232411406679056,0.295,0.16667106475165688
Adamts12,-0.2738459596197612,0.007245964504069701,0.389,0.16667106475165688
Usf2,-0.2732327673976432,0.00738268316946414,0.758,0.16885450229245036
Apln,-0.27316648303725594,0.007397597544228987,0.263,0.16885450229245036
Dact3,-0.27313253314953684,0.007405246761373465,0.358,0.16885450229245036
Arsj,-0.27310611565147946,0.007411203690190833,0.189,0.16885450229245036
Ttll5,-0.2730029847764623,0.0074344993468720595,0.495,0.16906445768540307
Gdf6,-0.27260153605827825,0.0075257967212081925,0.347,0.16964162982582937
Kremen1,-0.27254120732215587,0.007539601798404526,0.558,0.16964162982582937
Qsox2,-0.27251916434579426,0.0075446514805524185,0.253,0.16964162982582937
Serpini1,-0.2724040794815657,0.007571063996016596,0.105,0.16976894157563527
Erbb2,-0.2723713437640594,0.00757859187844928,0.263,0.16976894157563527
Fgfr1,-0.2722120524182163,0.007615316691865343,0.611,0.1702519514330133
Rpl28,-0.2721482663797752,0.00763006658637158,0.968,0.1702519514330133
Pdik1l,-0.2720305086298255,0.007657363102444885,0.368,0.1702519514330133
Fbxo31,-0.27191768036146585,0.0076835976870480716,0.337,0.1702519514330133
Slc35d2,-0.27178362904049613,0.007714869988176576,0.232,0.17057438914537937
Nanos3,-0.2715810794206421,0.007762334847122673,0.126,0.17068334685955538
Gnas,-0.27156778165660145,0.007765459989369001,0.926,0.17068334685955538
Tmem63b,-0.27105589598478325,0.00788660569625672,0.474,0.1724853817758733
Chaf1b,-0.27064570991189707,0.007984881347923472,0.274,0.17422367025623803
Syde1,-0.2706032881653246,0.007995106380543612,0.495,0.17422367025623803
Tns1,-0.27022080030397977,0.008087820542859663,0.653,0.17592474865600718
Decr2,-0.27010085168736764,0.008117090173618384,0.495,0.17624213691615903
Cdkn2b,-0.2699294450795524,0.008159078353939628,0.326,0.17683403212229803
Bmper,-0.26959775757623816,0.008240872704813695,0.463,0.17705553797692866
Cnn2,-0.2695667180431543,0.00824856388046887,0.684,0.17705553797692866
Ada,-0.26931894591941113,0.008310185314110484,0.189,0.17705553797692866
Plcg1,-0.2693124112982155,0.008311815956483498,0.4,0.17705553797692866
Nomo1,-0.26920958674958717,0.008337511786754284,0.558,0.17718319296205076
Wdr1,-0.2691206498142581,0.008359793460502765,0.821,0.17734282699691997
Tacc3,-0.26885134248380516,0.008427583826921901,0.253,0.17833804702334025
Tnfrsf19,-0.26879399708705637,0.008442081177808461,0.284,0.17833804702334025
Azin2,-0.2687577113180716,0.008451265824625685,0.358,0.17833804702334025
Pafah1b2,-0.26866173050601116,0.008475602861916346,0.811,0.17853783081233257
Ubr5,-0.2685113397827817,0.008513860142624789,0.863,0.17880515706402433
Sox5os4,-0.26831549753360406,0.008563907289236937,0.179,0.17928733688457002
Tmem120b,-0.26813744446708554,0.008609632798801921,0.179,0.1797841061134168
Smarce1,-0.26792478016271176,0.00866452799544172,0.842,0.18042148041031802
Praf2,-0.2679028413086169,0.008670208561401974,0.568,0.18042148041031802
Golga7,-0.26774092838497787,0.008712233572325687,0.768,0.1806697556181598
Cacna1c,-0.2675788949614338,0.008754469026491381,0.189,0.18093788115489942
Erlec1,-0.2674605109499667,0.008785440552453266,0.8,0.18093788115489942
Fbxo5,-0.26733085604944185,0.008819471216075412,0.137,0.18115508668077787
Abhd13,-0.2672644318381375,0.008836950488773906,0.368,0.18115508668077787
Polr3g,-0.26724811317324554,0.008841249337464465,0.147,0.18115508668077787
Got2,-0.26697820658613397,0.00891261825661556,0.716,0.1819962711006514
Tmx1,-0.2665895113689007,0.009016286642311277,0.6,0.18277229656153113
Bicd2,-0.26650341450656245,0.009039392196198216,0.432,0.18277229656153113
Pcnt,-0.2664938797474777,0.00904195420650866,0.516,0.18277229656153113
Tbc1d22a,-0.26627719276280476,0.009100350667849639,0.4,0.18352213403913353
Nupl2,-0.2661474396059963,0.00913547705661306,0.179,0.18352213403913353
Rhoq,-0.2656531831245034,0.00927037360565789,0.726,0.1855156264718905
Adgrl2,-0.26528189109759887,0.00937285670858704,0.337,0.1866333175787804
Ap2a1,-0.265137408157106,0.009413004452774503,0.642,0.18712242461003883
Pop1,-0.2650524481812274,0.009436682828017094,0.263,0.18723507383030455
Polr1e,-0.2645841788829306,0.009568129790793209,0.221,0.18880362623459387
Bhlhe40,-0.2645000234772084,0.009591922378870847,0.716,0.18880362623459387
Gmppb,-0.26441436386976286,0.009616193513134006,0.547,0.18897158021636662
Rrbp1,-0.26413840596346283,0.009694751177452093,0.916,0.19020404801906415
Acadsb,-0.2640669260679744,0.009715191079288477,0.779,0.1902941260832247
Dusp4,-0.26359326615629547,0.009851592905380048,0.421,0.19234636942791677
1700016P03Rik,-0.2635918458420384,0.00985200443059622,0.116,0.19234636942791677
Suz12,-0.26341954413040924,0.009902039457710132,0.705,0.1927900248015866
Lman1,-0.26316991734323,0.009974924074611584,0.895,0.19341488489726696
Spp1,-0.2631144647956503,0.00999117845936199,0.726,0.19341488489726696
Hdac2,-0.26307311759397206,0.010003313350061268,0.695,0.19341488489726696
Adcyap1r1,-0.2630728736410332,0.010003384985525342,0.368,0.19341488489726696
Moxd1,-0.26284865942778435,0.01006941462757811,0.116,0.19437855535905202
Fscn1,-0.2623878092609383,0.010206331972101778,0.747,0.1967053418764463
Hspb2,-0.26219612790817487,0.01026375834304325,0.474,0.1974951064501928
Mical1,-0.2618283309664951,0.01037474037936136,0.379,0.19752730371923374
Pcgf1,-0.26181320341143627,0.01037932749632002,0.137,0.19752730371923374
Adora2a,-0.26179962972424964,0.010383444946201812,0.147,0.19752730371923374
Patz1,-0.26179766112592023,0.010384042220624825,0.389,0.19752730371923374
Kctd13,-0.2617525050359564,0.010397750876265566,0.274,0.19752730371923374
Zfp747,-0.26172758161645193,0.010405324004239484,0.116,0.19752730371923374
Lrrc32,-0.26164655461177394,0.0104299779099163,0.158,0.19752730371923374
Kifc5b,-0.2615890214375232,0.0104475144255191,0.116,0.19752730371923374
Ulbp1,-0.26156512101830875,0.010454807024583495,0.316,0.19752730371923374
Mns1,-0.2614342701981533,0.010494811807954902,0.179,0.1975966778235777
Mtch1,-0.2613073086392203,0.010533755515539242,0.863,0.1979323982395613
Mtfmt,-0.26108973328700197,0.010600787837732238,0.316,0.19832375515677925
Bhlhe41,-0.26100764369660173,0.010626175438012796,0.189,0.19832375515677925
Mllt11,-0.2609727230966602,0.010636991342698646,0.432,0.19832375515677925
Creb3l2,-0.2609682450132219,0.010638379029178796,0.842,0.19832375515677925
Flna,-0.26088121492655797,0.01066537972763319,0.884,0.19832375515677925
Qsox1,-0.2608656836575575,0.010670204533295527,0.726,0.19832375515677925
Nxpe4,-0.2606534220948283,0.010736335424333712,0.368,0.19924448136008482
Rps15a,-0.2605123180291154,0.01078049502846738,0.989,0.199596438107672
Tuba1c,-0.2604782863175807,0.010791169258988244,0.716,0.199596438107672
2310015A10Rik,-0.26043369131054006,0.01080517071458206,0.253,0.199596438107672
Ccdc28b,-0.2603516140434374,0.01083098197290201,0.379,0.19976589946026796
Smurf2,-0.2602810707616649,0.01085320914511881,0.779,0.1998491696414915
Trp53rkb,-0.2602317106171035,0.010868785523102685,0.137,0.1998491696414915
Gmpr,-0.2599865049405801,0.010946454136429244,0.168,0.2005884071790776
Cdc37,-0.2599467037459149,0.010959106780167812,0.853,0.2005884071790776
Spc25,-0.2594742530583974,0.01111027635263315,0.158,0.2028872128612771
Tubb3,-0.25931795922482237,0.011160685055764983,0.137,0.20334802043182118
Nphp3,-0.2591813334474872,0.011204913891204463,0.284,0.20377665107136655
Unc13a,-0.25914052775300306,0.011218153273771408,0.179,0.20377665107136655
Plk1,-0.2588376540058027,0.01131684834814874,0.137,0.2049493184256741
Ybx1,-0.25864531619962133,0.011379916930836688,0.926,0.2057811183562592
Rpl27a,-0.25835666293393056,0.011475143821840247,0.989,0.2069605316359955
Eef1b2,-0.2582767557247059,0.011501627907916891,0.947,0.2069605316359955
Shf,-0.2582616785746809,0.011506630990580408,0.232,0.2069605316359955
Tcaf1,-0.25820218213730634,0.01152639236597208,0.695,0.2069605316359955
Klhdc8a,-0.2581873510424834,0.011531323033603814,0.105,0.2069605316359955
Chuk,-0.2580498752683105,0.011577115212088634,0.495,0.2074722721664899
Cdk5rap2,-0.2573799097638505,0.011802554717355904,0.358,0.21119713038940735
Actn4,-0.257315472135701,0.01182443816474581,0.895,0.2112738527442008
Tuba1a,-0.257229243440557,0.011853777375350703,0.8,0.21148336544700727
Kif15,-0.25714757474488237,0.011881623586417932,0.158,0.2116656593503266
Rad1,-0.25697455601943503,0.01194080556280611,0.263,0.2124048183594266
Trbc2,-0.2568661279367264,0.011978024870225947,0.263,0.21251979487353634
Mob3a,-0.25684456022494917,0.011985440311226725,0.389,0.21251979487353634
Lrig1,-0.2567561293612099,0.012015886610762559,0.379,0.21251979487353634
Bsg,-0.2565563896455527,0.012084904302604322,0.916,0.21307407630157135
Cdv3,-0.25642812703096224,0.012129405944835643,0.811,0.21354512782938648
Gng11,-0.2562807592458908,0.012180712573284123,0.421,0.21413443025976936
Csnk1e,-0.2562206858089758,0.012201681573092408,0.653,0.21418946001187214
Phldb2,-0.25594396473941805,0.012298679556816362,0.853,0.21512941602350663
Prkab2,-0.25593774186416596,0.012300868541107027,0.421,0.21512941602350663
Cfap45,-0.2558638249811656,0.012326895829447203,0.168,0.21512941602350663
Adam19,-0.25572089007717325,0.012377361589923464,0.432,0.21554415918783196
Ttc9,-0.2556797300388144,0.01239192723041564,0.642,0.21554415918783196
Josd1,-0.25546526988595925,0.012468061884288445,0.432,0.21633528763677945
Dpysl3,-0.25539158009862795,0.012494316103599721,0.821,0.21647799921489444
Borcs6,-0.2552297377696905,0.012552146420861639,0.547,0.2168541324824255
Msi2,-0.2551516837600724,0.01258012030814569,0.789,0.21702515020101334
Furin,-0.255099063006426,0.012599009761280623,0.747,0.21703918250171658
Myadm,-0.25475310510149585,0.01272381561966332,0.632,0.21856202309770745
2610005L07Rik,-0.2546860917723958,0.012748115030136656,0.505,0.2186408801815143
Sgcd,-0.25460586143825636,0.01277726013250608,0.274,0.2186408801815143
Eef1akmt3,-0.2545899841261156,0.01278303472036504,0.211,0.2186408801815143
Hsp90aa1,-0.254416261231494,0.012846366415063181,0.895,0.2187891085754094
Abca5,-0.25430111197581,0.01288849510059725,0.221,0.21919569500406683
Schip1,-0.2541863642447223,0.012930596449271107,0.547,0.21960066699631992
Polr2d,-0.25392247132602874,0.013027874088357436,0.663,0.22031786504071513
Zbtb8b,-0.25378581865135164,0.013078497517788338,0.147,0.2208628969002596
Txnrd1,-0.2537188467057656,0.013103369921347403,0.737,0.22097213854721667
Marcks,-0.25356394899689677,0.013161054375587546,0.905,0.22132322113120403
Slc43a3,-0.25307205908347746,0.013345702875575655,0.716,0.22364711303488138
Cenpa,-0.25304711957498666,0.013355124514534019,0.368,0.22364711303488138
Slc44a2,-0.25297373475783586,0.013382881358639428,0.726,0.22379980010192702
Vangl2,-0.2527729678144759,0.013459075279958276,0.263,0.22476094142762032
Fkbp1a,-0.25263970861285767,0.013509857018236242,0.905,0.22529562946939244
Zfpm1,-0.2524818227931561,0.013570238820302744,0.621,0.22598870667874485
Ccnb2,-0.2523729220920293,0.01361202332362125,0.158,0.22637058732232737
Cntrob,-0.25203137760945193,0.013743797805612735,0.137,0.22824589246471938
Igip,-0.251890484264319,0.013798479236325928,0.284,0.228768815930301
Pepd,-0.25185214522605176,0.013813391484089966,0.632,0.228768815930301
Srfbp1,-0.2516500245926067,0.013892239433069798,0.421,0.22975706546272764
Rgcc,-0.25146871535407556,0.013963301077613075,0.158,0.2299826557460908
Tgfb2,-0.251025999513825,0.014138145192036999,0.705,0.23198745845372032
Dyrk2,-0.2510138128532502,0.014142984891157099,0.558,0.23198745845372032
Ppp1r18,-0.25088052967332186,0.014196009700111773,0.726,0.23220414143737864
Ccnb1,-0.25083487588540415,0.01421421203934982,0.179,0.23220414143737864
Ldha,-0.2506651950651379,0.014282042100046554,0.905,0.2329952167055149
Des,-0.2505169557001535,0.014341530637695167,0.621,0.23361725183068338
Gm9975,-0.2504733143379981,0.014359084854755087,0.137,0.23361725183068338
Cbl,-0.25040584521103965,0.014386260196299202,0.695,0.23374266059129162
Or5m3b,-0.25026572680798426,0.01444283994623785,0.684,0.23417304022967003
Maz,-0.25024369222580556,0.014451755043739942,0.632,0.23417304022967003
Gm48765,-0.250164104865855,0.014483995521911795,0.116,0.23437915664635434
Ak2,-0.25006991726009337,0.014522231087423914,0.716,0.23443968720320965
Map2k1,-0.2499649668972602,0.01456493890595953,0.779,0.23443968720320965
Shroom4,-0.24996443363571366,0.01456515618580008,0.284,0.23443968720320965
Trmt6,-0.24996276241751175,0.014565837149462347,0.621,0.23443968720320965
Tmed1,-0.24966837250756696,0.014686222528959405,0.642,0.23570838484994341
Tet2,-0.24962616116321104,0.014703554614192356,0.632,0.23570838484994341
Fst,-0.24918806187107087,0.014884489106373765,0.316,0.23734522552932014
Pwwp3a,-0.24912931032703575,0.014908899573781121,0.579,0.23734522552932014
Exoc1,-0.24910923792188774,0.014917247333437345,0.4,0.23734522552932014
Depdc1a,-0.24902068391949983,0.014954123759750661,0.137,0.23734522552932014
Mex3d,-0.24901674963708026,0.014955763939114033,0.389,0.23734522552932014
Cenpm,-0.24872139861611922,0.015079340059223827,0.242,0.23810614007031605
Zw10,-0.24869839136800362,0.015089003424258954,0.379,0.23810614007031605
Akr1b8,-0.24864624571615984,0.015110925188105343,0.484,0.23810614007031605
Sparc,-0.24848824188129898,0.015177517740385046,0.989,0.23835823257650335
Lpl,-0.24846702648034305,0.015186478547599322,0.358,0.23835823257650335
Mboat2,-0.2482742909474114,0.015268094931418962,0.126,0.23932639143805157
Septin9,-0.24820269945783907,0.015298507902527203,0.863,0.239490462041257
Tgfb1,-0.24790580522188535,0.015425192944933275,0.642,0.24090648516545166
Morrbid,-0.24789670507949335,0.015429090288351155,0.6,0.24090648516545166
Pdgfrb,-0.24760123372540108,0.01555609672506356,0.632,0.2423545839012711
Stam,-0.24728131541053697,0.01569463094002009,0.526,0.24351089878584184
Cenpu,-0.24727518446501398,0.015697296215561055,0.137,0.24351089878584184
Arl4c,-0.2471650895669188,0.01574522393626782,0.411,0.24393923071324863
Tdg,-0.246949967979018,0.015839238555794243,0.558,0.2440167668310785
Actn1,-0.24694129322647618,0.01584303984920878,0.863,0.2440167668310785
Tctn3,-0.24692346653085567,0.01585085401936994,0.189,0.2440167668310785
Rab20,-0.24692121102915499,0.01585184293564098,0.337,0.2440167668310785
6720407P12Rik,-0.24668728680650234,0.015954696393475194,0.179,0.24497191764252768
Smc2,-0.24645659466226702,0.016056693557507606,0.432,0.24546620834542396
Cdca8,-0.2464198511787682,0.016072991101183598,0.211,0.24546620834542396
Sacs,-0.24638354922244132,0.016089106851657254,0.179,0.24546620834542396
Nucks1,-0.2462124807372443,0.01616523853657042,0.863,0.24574144444374801
Fignl1,-0.24615056736682178,0.016192868892729213,0.137,0.24574144444374801
Aacs,-0.24613693553626764,0.01619895791217933,0.411,0.24574144444374801
Myo1b,-0.24601315095127183,0.0162543402452192,0.316,0.24599340917356238
Ryk,-0.24598473966466997,0.016267074780029027,0.895,0.24599340917356238
Elavl1,-0.24577887491867043,0.016359605589909513,0.842,0.246291911873046
Gm56764,-0.2457312895265407,0.016381058588619473,0.105,0.246291911873046
Gpc6,-0.24571285498008258,0.016389375996215854,0.379,0.246291911873046
Hip1,-0.24543550290831953,0.01651495457291749,0.695,0.2475593752272413
Ehbp1l1,-0.24512025011949806,0.016658702447901224,0.474,0.24909810740511698
Osbpl5,-0.24507408462822028,0.016679843287558428,0.442,0.24909810740511698
Creb3l1,-0.24496540911489942,0.0167297012201911,0.842,0.249532326150105
Zfp58,-0.24486613306102936,0.016775359331456664,0.221,0.24990290259652626
Pacsin3,-0.24457371536855027,0.01691047117185568,0.211,0.2515412120665786
Clspn,-0.2444924558674869,0.01694818360638478,0.2,0.2515412120665786
Rftn2,-0.24434409687550102,0.01701722415020719,0.189,0.25167453721040434
Hoxb3os,-0.24433803845660756,0.01702004865618792,0.211,0.25167453721040434
Bok,-0.24427688328391448,0.017048582582267352,0.621,0.2516881460508891
Gpat4,-0.24424624677855858,0.01706289255312932,0.611,0.2516881460508891
Ptprm,-0.24408272180200297,0.017139448728643973,0.211,0.2521977461823875
Tcp11l1,-0.243957891551236,0.017198088848052406,0.326,0.25245777114113194
Higd1a,-0.24395558949642512,0.017199171882522356,0.842,0.25245777114113194
Spred2,-0.24383812934931975,0.01725451085063327,0.768,0.252845664551941
Adprh,-0.24376800893001646,0.017287619843017483,0.758,0.252845664551941
Vangl1,-0.2435778944676861,0.01737766273122039,0.389,0.25352806368622505
Sgk1,-0.2434168508082886,0.01745425318921549,0.526,0.2542778475482518
ENSMUSG00000121307,-0.24338085869663129,0.017471410362897285,0.453,0.2542778475482518
Pard6g,-0.243177802696692,0.017568478428197438,0.316,0.25430153848789055
Map3k2,-0.2431775474050838,0.017568600758872573,0.695,0.25430153848789055
Fyttd1,-0.24300187096786605,0.01765295578252065,0.842,0.25462114136041747
Zfp365,-0.242969119829204,0.01766872054438861,0.179,0.25462114136041747
Arhgap23,-0.24295372850182184,0.017676133351962737,0.663,0.25462114136041747
Tgfb1i1,-0.24291866467388962,0.01769303088881332,0.611,0.25462114136041747
Egln1,-0.24288957783041365,0.017707058635458364,0.726,0.25462114136041747
Smim3,-0.24278296952609996,0.017758554753371868,0.589,0.2550561805307847
Oaf,-0.24253624060895967,0.017878230161549352,0.716,0.2563586685827416
C430002N11Rik,-0.24250805969597883,0.017891943389051177,0.168,0.2563586685827416
Gm11808,-0.24242295223826593,0.0179334129139103,0.716,0.25664658981802263
Raver1,-0.24223444347630535,0.018025560848347267,0.558,0.2575805414497634
Arid2,-0.24219381915405136,0.018045472407571192,0.747,0.2575805414497634
Pxdc1,-0.24215802702113748,0.018063031223511352,0.211,0.2575805414497634
Casp3,-0.24193456284624948,0.01817299091472574,0.653,0.25840591866239154
Ncs1,-0.24193189579316476,0.01817430676187524,0.337,0.25840591866239154
Dok5,-0.24187451268887486,0.01820263781753724,0.253,0.25840591866239154
Rab11fip1,-0.24179634487979906,0.01824129184866492,0.379,0.25840591866239154
Unc119b,-0.24168228868815017,0.01829781953486149,0.537,0.25877728993531435
